Unnamed: 0,ID,Title,Year,Age,IMDb,Rotten Tomatoes,Hulu,Prime Video,Disney+,Type,Age_na,IMDb_na
4041,4325,Annedroids,2014,all,6.3/10,42/100,0,1,0,1,0,0
2323,2387,Ergo Proxy,2006,18+,8.0/10,65/100,1,0,0,1,0,0
1933,1943,DreamWorks Spooky Stories Volume 2,2011,,,14/100,0,0,0,1,1,1
2426,2509,Wings,1990,7+,7.2/10,61/100,1,0,0,1,0,0
2525,2621,World Trigger,2014,16+,7.5/10,58/100,1,0,0,1,0,0
159,160,Supergirl,2015,16+,6.2/10,77/100,0,0,0,1,0,0
4570,4879,Running Man,2016,,,16/100,0,1,0,1,1,1
4793,5112,Pinkfong! Puppet Show,2017,,,10/100,0,1,0,1,1,1
3551,3741,Too Old to Die Young,2019,18+,7.4/10,67/100,0,1,0,1,0,0
4725,5041,Ruining History,2017,,,13/100,0,1,0,1,1,1
3407,3541,Obsessed (WIRED),2017,,,13/100,1,0,0,1,1,1
499,502,Power Rangers,1993,7+,6.5/10,63/100,0,1,0,1,0,0
1814,1822,Hello Ninja,2019,all,6.6/10,34/100,0,0,0,1,0,0
3260,3392,Los Caballeros Las Prefieren Brutas,2011,,,28/100,1,0,0,1,1,1
144,145,Haikyu!!,2014,16+,8.7/10,77/100,1,0,0,1,0,0
1427,1433,Hjørdis,2015,all,7.2/10,44/100,0,0,0,1,0,0
1475,1481,Tattoo Redo,2021,,5.1/10,43/100,0,0,0,1,1,0
5232,5576,Lost Cities with Albert Lin,2019,,7.8/10,47/100,0,0,1,1,1,0
3154,3285,Glam Masters,2018,,4.5/10,38/100,1,0,0,1,1,0
1521,1527,Alien TV,2020,7+,6.2/10,42/100,0,0,0,1,0,0
3083,3212,Murder on the Internet,2017,,6.7/10,40/100,1,1,0,1,1,0
3276,3408,Pim & Pimba,2011,,,26/100,1,0,0,1,1,1
3475,3629,Eureka,2006,16+,7.9/10,81/100,0,1,0,1,0,0
1622,1628,Yummy Mummies,2017,7+,4.1/10,40/100,0,0,0,1,0,0
4877,5196,Pinkfong! Healthy Habit Songs,2017,,,10/100,0,1,0,1,1,1
3582,3782,Hustle,2006,16+,8.1/10,64/100,0,1,0,1,0,0
2278,2337,ThunderCats,1985,7+,7.9/10,67/100,1,0,0,1,0,0
4500,4803,Kongsuni & Friends,2018,,,21/100,0,1,0,1,1,1
467,469,Fate/Zero,2011,18+,8.3/10,64/100,0,0,0,1,0,0
634,637,The A List,2018,7+,5.5/10,60/100,0,0,0,1,0,0
3145,3276,Dot.,2016,all,7.1/10,38/100,1,0,0,1,0,0
933,936,The I-Land,2019,18+,4.6/10,53/100,0,0,0,1,0,0
302,304,InuYasha,2000,16+,7.9/10,69/100,1,0,0,1,0,0
1014,1017,Barney & Friends,1992,all,3.9/10,52/100,0,1,0,1,0,0
2211,2262,Legit,2013,18+,8.2/10,69/100,1,0,0,1,0,0
3606,3812,Comrade Detective,2017,18+,7.3/10,62/100,0,1,0,1,0,0
3974,4253,Sensing Murder,2006,,6.4/10,44/100,0,1,0,1,1,0
867,870,Trailer Park Boys: The Animated Series,2019,18+,7.5/10,55/100,0,0,0,1,0,0
2493,2585,Danganronpa: The Animation,2013,18+,6.9/10,59/100,1,0,0,1,0,0
4402,4703,Wrench Wars,2017,,5.7/10,31/100,0,1,0,1,1,0
3827,4082,On Death Row,2012,16+,8.0/10,50/100,0,1,0,1,0,0
1601,1607,Lego Bionicle: The Journey to One,2016,7+,5.5/10,40/100,0,0,0,1,0,0
1108,1111,The Alcàsser Murders,2019,18+,7.1/10,50/100,0,0,0,1,0,0
1332,1336,Grizzy & the Lemmings,2016,all,7.0/10,46/100,0,0,0,1,0,0
3992,4274,Charlie's Angels,2011,16+,4.4/10,44/100,0,1,0,1,0,0
2842,2958,The Real Housewives of New Jersey,2009,16+,4.0/10,49/100,1,0,0,1,0,0
2650,2752,Disappeared,2009,7+,8.0/10,55/100,1,0,0,1,0,0
910,913,Nicky Jam: El Ganador,2018,,7.8/10,54/100,0,0,0,1,1,0
1891,1899,CoComelon,2020,,,25/100,1,0,0,1,1,1
5175,5515,Pixar Popcorn,2021,7+,6.6/10,52/100,0,0,1,1,0,0
5002,5321,Dyches Fam 2016,2016,,,10/100,0,1,0,1,1,1
2868,2987,Flavor of Love Girls: Charm School,2007,,5.9/10,48/100,1,0,0,1,1,0
918,921,Sisyphus,2021,,7.1/10,53/100,0,0,0,1,1,0
2401,2478,Duncanville,2020,16+,6.0/10,62/100,1,0,0,1,0,0
5156,5490,Wicked Tuna,2012,16+,6.6/10,55/100,0,0,1,1,0,0
2204,2254,Rurouni Kenshin,1996,16+,8.5/10,70/100,1,1,0,1,0,0
4729,5045,In the Dream to Find the Answer,2015,,,13/100,0,1,0,1,1,1
5059,5379,WandaVision,2021,16+,8.0/10,89/100,0,0,1,1,0,0
575,578,Love 101,2020,18+,7.5/10,61/100,0,0,0,1,0,0
72,73,One-Punch Man,2015,7+,8.8/10,83/100,1,0,0,1,0,0
4738,5055,Last Thing On My Phone,2016,,,13/100,0,1,0,1,1,1
4782,5101,Inside Scotland Yard with Trevor McDonald,2016,,,13/100,0,1,0,1,1,1
1122,1125,Murder Maps,2015,16+,7.5/10,50/100,0,0,0,1,0,0
1034,1037,Girls und Panzer,2012,16+,7.4/10,52/100,1,0,0,1,0,0
1529,1535,Agent,2019,,7.2/10,42/100,0,0,0,1,1,0
1567,1573,Panda and Hedgehog,2012,,6.3/10,41/100,0,0,0,1,1,0
3183,3314,Mickey's 90th Spectacular,2018,7+,7.1/10,36/100,1,0,0,1,0,0
3714,3948,I Love Dick,2016,16+,6.3/10,54/100,0,1,0,1,0,0
66,67,Death Note,2006,16+,9.0/10,84/100,1,0,0,1,0,0
4285,4582,Killer Wave,2007,16+,4.3/10,35/100,0,1,0,1,0,0
1299,1302,SAINT SEIYA: Knights of the Zodiac,2019,16+,4.5/10,46/100,0,0,0,1,0,0
1139,1142,Bumping Mics with Jeff Ross & Dave Attell,2018,18+,7.7/10,50/100,0,0,0,1,0,0
4849,5168,L.A. Cops,1998,,,10/100,0,1,0,1,1,1
5014,5333,Tales of The Wild West,2017,,,10/100,0,1,0,1,1,1
1482,1488,The Rap Game,2016,7+,5.7/10,43/100,0,0,0,1,0,0
1491,1497,Super Monsters,2017,all,6.5/10,43/100,0,0,0,1,0,0
2604,2705,Aesthetica of a Rogue Hero,2012,18+,7.1/10,56/100,1,0,0,1,0,0
991,994,Grand Hotel,2016,,8.2/10,52/100,0,0,0,1,1,0
2071,2106,Lethal Weapon,2016,16+,7.9/10,77/100,1,0,0,1,0,0
265,266,Pretend It's a City,2021,16+,8.1/10,71/100,0,0,0,1,0,0
1986,2005,Bob's Burgers,2011,16+,8.1/10,85/100,1,0,0,1,0,0
5258,5603,Marvel's Future Avengers,2017,7+,5.7/10,44/100,0,0,1,1,0,0
582,585,People Just Do Nothing,2014,18+,8.5/10,61/100,0,0,0,1,0,0
3615,3825,All or Nothing: Manchester City,2018,all,8.2/10,61/100,0,1,0,1,0,0
402,404,Toradora!,2008,16+,8.0/10,66/100,0,1,0,1,0,0
3262,3394,Utano Princesama Revolutions,2015,,4.2/10,28/100,1,0,0,1,1,0
489,492,Angel Beats!,2010,16+,7.7/10,63/100,0,0,0,1,0,0
2639,2740,All Saints,1998,16+,7.1/10,55/100,1,0,0,1,0,0
1965,1977,Homeland,2011,18+,8.3/10,89/100,1,0,0,1,0,0
4719,5035,Game Changers,2012,,,13/100,0,1,0,1,1,1
5330,5678,Gathering Storm,2020,,,33/100,0,0,1,1,1,1
4595,4906,The Family Blend!,2016,,,16/100,0,1,0,1,1,1
4501,4804,"Sesame Street: 3,2,1 Let's Go",2010,,,21/100,0,1,0,1,1,1
3713,3947,Legend of Earthsea,2004,,5.7/10,54/100,0,1,0,1,1,0
3228,3360,Man vs. Master: Chef Battle,2019,,7.5/10,32/100,1,0,0,1,1,0
2172,2218,Sesame Street,1969,all,8.1/10,71/100,1,1,0,1,0,0
1002,1005,Sword Art Online Alternative: Gun Gale Online,2018,16+,6.9/10,52/100,1,0,0,1,0,0
12,13,Narcos,2015,18+,8.8/10,90/100,0,0,0,1,0,0
2340,2407,Saved by the Bell,1989,all,7.0/10,64/100,1,0,0,1,0,0
2033,2065,Revenge,2011,18+,7.8/10,79/100,1,0,0,1,0,0
3427,3561,Strait Talk with Matt & LZ,2016,,,10/100,1,0,0,1,1,1
2179,2227,Will & Grace,1998,16+,7.2/10,71/100,1,0,0,1,0,0
3265,3397,Behind the Bar,2011,16+,4.4/10,28/100,1,0,0,1,0,0
4036,4320,Sex Sent Me to the ER,2013,18+,5.4/10,42/100,0,1,0,1,0,0
1953,1964,Fargo,2014,18+,8.9/10,92/100,1,0,0,1,0,0
2244,2298,Fosse/Verdon,2019,18+,7.9/10,68/100,1,0,0,1,0,0
4508,4811,City Slickers In Westworld featuring Billy Crystal,2017,,,20/100,0,1,0,1,1,1
3207,3339,Fujiko,2015,,8.4/10,34/100,1,0,0,1,1,0
3885,4155,Hitoshi Matsumoto Presents Documental,2016,,8.0/10,47/100,0,1,0,1,1,0
3244,3376,Night Guard,2015,18+,8.0/10,31/100,1,0,0,1,0,0
2933,3056,"Ruff-Ruff, Tweet and Dave",2015,all,7.6/10,46/100,1,0,0,1,0,0
4,5,Dark,2017,16+,8.8/10,93/100,0,0,0,1,0,0
1778,1786,In The Bosom of a Thorn,2019,16+,7.3/10,35/100,0,0,0,1,0,0
134,135,Maniac,2018,18+,7.8/10,78/100,0,0,0,1,0,0
4840,5159,Jesse James Austin Speed Shop,2012,,,10/100,0,1,0,1,1,1
2164,2209,Horace and Pete,2016,18+,8.5/10,72/100,1,0,0,1,0,0
1680,1686,Cabins in the Wild with Dick Strawbridge,2017,7+,6.8/10,38/100,0,0,0,1,0,0
2230,2284,A Teacher,2020,18+,6.9/10,69/100,1,0,0,1,0,0
3883,4153,Yancy Derringer,1958,,7.8/10,47/100,0,1,0,1,1,0
1934,1944,The Family Court,2010,,,14/100,0,0,0,1,1,1
1284,1287,A.I.C.O. -Incarnation-,2018,18+,6.4/10,47/100,0,0,0,1,0,0
5064,5385,The Bad Batch,2021,7+,8.2/10,82/100,0,0,1,1,0,0
4347,4646,The Surgeons,2003,16+,,33/100,0,1,0,1,0,1
3552,3743,Forever,2018,18+,7.2/10,67/100,0,1,0,1,0,0
2858,2976,恋と選挙とチョコレート,2012,18+,6.6/10,49/100,1,0,0,1,0,0
2456,2543,Sealab 2021,2000,16+,7.9/10,60/100,1,1,0,1,0,0
2234,2288,Life in Pieces,2015,16+,8.0/10,69/100,1,1,0,1,0,0
3934,4209,Nova ScienceNow,2005,all,8.5/10,45/100,0,1,0,1,0,0
539,542,Move to Heaven,2021,,8.7/10,62/100,0,0,0,1,1,0
871,874,Intersection,2016,,6.6/10,54/100,0,1,0,1,1,0
1848,1856,Dennis & Gnasher Unleashed!,2017,all,7.4/10,31/100,0,0,0,1,0,0
4618,4930,Wild & Crazy,2008,,,14/100,0,1,0,1,1,1
4216,4512,DNA Detectives,2011,,,37/100,0,1,0,1,1,1
3429,3563,ESL Bootcamp: Immortals,2017,,,10/100,1,0,0,1,1,1
352,354,Devilman: Crybaby,2018,,7.6/10,67/100,0,0,0,1,1,0
3645,3865,The ABC Murders,2018,16+,6.6/10,59/100,0,1,0,1,0,0
3474,3628,Californication,2007,18+,8.3/10,81/100,0,1,0,1,0,0
3099,3230,Connecting...,2020,7+,5.1/10,40/100,1,0,0,1,0,0
1480,1486,Take My Brother Away,2018,all,7.1/10,43/100,0,0,0,1,0,0
2913,3036,Duenos Del Paraiso,2015,16+,6.9/10,47/100,1,0,0,1,0,0
3819,4073,The Last Place on Earth,1985,,8.2/10,50/100,0,1,0,1,1,0
44,45,"Love, Death & Robots",2019,18+,8.5/10,86/100,0,0,0,1,0,0
4927,5246,Love In Han Yuan,2018,,,10/100,0,1,0,1,1,1
3417,3551,Bioterrorism: The Truth,2016,,,13/100,1,0,0,1,1,1
3976,4255,All or Nothing: The Michigan Wolverines,2018,,7.6/10,44/100,0,1,0,1,1,0
1824,1832,Color of Woman,2011,,5.0/10,33/100,0,0,0,1,1,0
4482,4784,Gok's Clothes Roadshow,2011,,6.4/10,24/100,0,1,0,1,1,0
4765,5083,Flip Flap,2017,,,13/100,0,1,0,1,1,1
3855,4120,The Adventures of Swiss Family Robinson,1998,,7.4/10,48/100,0,1,0,1,1,0
2606,2707,Pure,2017,18+,7.0/10,56/100,1,0,0,1,0,0
4549,4854,Day of The Gun - The Series,2018,,,17/100,0,1,0,1,1,1
3731,3968,Tales of the Unexpected,1979,7+,7.7/10,54/100,0,1,0,1,0,0
2616,2717,Worst Cooks in America,2010,all,6.4/10,56/100,1,0,0,1,0,0
3090,3219,The View,1997,16+,2.6/10,40/100,1,0,0,1,0,0
863,866,Kantaro: The Sweet Tooth Salaryman,2017,7+,7.5/10,55/100,0,0,0,1,0,0
4540,4844,73 Questions Answered By Your Favorite Celebs,2014,,,18/100,0,1,0,1,1,1
3608,3814,Wolfblood,2013,7+,7.6/10,62/100,0,1,0,1,0,0
971,974,Jiva!,2021,18+,5.7/10,53/100,0,0,0,1,0,0
1185,1188,This Evening,2017,,8.2/10,49/100,0,0,0,1,1,0
224,225,Versailles,2015,18+,7.9/10,73/100,0,0,0,1,0,0
202,203,Living with Yourself,2019,18+,7.2/10,74/100,0,0,0,1,0,0
5077,5401,Bluey,2018,all,9.6/10,71/100,0,0,1,1,0,0
4028,4311,Nature Cat,2015,all,7.2/10,43/100,0,1,0,1,0,0
5224,5566,Spin and Marty,1955,all,8.1/10,47/100,0,0,1,1,0,0
1813,1821,Morphle,2019,all,4.9/10,34/100,1,0,0,1,0,0
3462,3607,The Fall,2013,18+,8.1/10,85/100,0,1,0,1,0,0
2971,3096,Buddy Complex,2013,,7.3/10,45/100,1,0,0,1,1,0
4261,4557,Constitution USA with Peter Sagal,2013,,,36/100,0,1,0,1,1,1
5343,5692,Jungle Animal Rescue,2020,,6.4/10,28/100,0,0,1,1,1,0
5229,5573,Star Wars Vehicle Flythroughs,2021,,6.3/10,47/100,0,0,1,1,1,0
840,843,Wheel of Fortune,1983,all,6.7/10,55/100,0,0,0,1,0,0
3879,4148,Ronja the Robber's Daughter,2014,7+,7.3/10,47/100,0,1,0,1,0,0
666,669,Greenhouse Academy,2017,7+,6.9/10,59/100,0,0,0,1,0,0
2091,2127,The Gifted,2017,16+,7.3/10,75/100,1,0,0,1,0,0
3303,3436,South Park en Español,1997,,,21/100,1,0,0,1,1,1
1223,1226,Monty Python's Fliegender Zirkus,1972,,8.2/10,48/100,0,0,0,1,1,0
5189,5529,Jake and the Never Land Pirates,2011,all,5.6/10,51/100,0,0,1,1,0,0
2104,2141,Fresh Off the Boat,2015,7+,7.8/10,75/100,1,0,0,1,0,0
3550,3738,The Men Who Built America,2012,7+,8.6/10,67/100,0,1,0,1,0,0
3385,3518,Legendary Catch,2019,,,14/100,1,0,0,1,1,1
1995,2017,Taboo,2017,18+,8.4/10,83/100,1,0,0,1,0,0
189,190,The Midnight Gospel,2020,18+,8.2/10,74/100,0,0,0,1,0,0
2457,2544,The Incredible Dr. Pol,2011,7+,8.6/10,60/100,1,0,1,1,0,0
4046,4330,All or Nothing: The Dallas Cowboys,2018,18+,7.7/10,42/100,0,1,0,1,0,0
2072,2107,The Last Man on Earth,2015,16+,7.3/10,77/100,1,0,0,1,0,0
2781,2893,The Hills,2006,7+,3.6/10,51/100,1,1,0,1,0,0
825,828,When the Camellia Blooms,2019,,8.0/10,55/100,0,0,0,1,1,0
1391,1396,Silvana Sin Lana,2016,16+,7.5/10,45/100,0,0,0,1,0,0
3214,3346,Activate: The Global Citizen Movement,2019,,5.3/10,33/100,1,0,0,1,1,0
4425,4726,A Year to Remember,2011,,6.3/10,29/100,0,1,0,1,1,0
3201,3332,Terrific Trucks,2016,all,5.7/10,34/100,1,0,0,1,0,0
2102,2139,Staged,2020,,8.6/10,75/100,1,0,0,1,1,0
3850,4111,Unscripted,2005,,7.3/10,49/100,0,1,0,1,1,0
2212,2263,Breeders,2020,18+,7.4/10,69/100,1,0,0,1,0,0
4352,4651,Mr Swimmer,2018,,7.4/10,33/100,0,1,0,1,1,0
30,31,Arrested Development,2003,16+,8.7/10,87/100,1,0,0,1,0,0
1160,1163,QB1: Beyond the Lights,2017,16+,7.8/10,49/100,0,0,0,1,0,0
4587,4898,Where I'd Rather Be,2017,,,16/100,0,1,0,1,1,1
333,335,Z Nation,2014,16+,6.7/10,68/100,0,0,0,1,0,0
3181,3312,Tulli,2011,,5.9/10,36/100,1,0,0,1,1,0
2358,2428,Chopped,2009,all,7.5/10,64/100,1,0,0,1,0,0
3424,3558,Jenni Rivera La Vida de Una Diva,2013,,,10/100,1,0,0,1,1,1
2518,2614,Saving Grace,2007,18+,7.6/10,59/100,1,0,0,1,0,0
4167,4462,Roughing It,2002,,7.0/10,38/100,0,1,0,1,1,0
2087,2123,Stargate Universe,2009,16+,7.6/10,76/100,1,0,0,1,0,0
4675,4991,The Lost Tales of Egypt,2018,,,13/100,0,1,0,1,1,1
1259,1262,Flavorful Origins,2019,all,7.8/10,47/100,0,0,0,1,0,0
2771,2883,The Dick Cavett Show,1968,,8.4/10,51/100,1,0,0,1,1,0
2026,2057,Cowboy Bebop,1998,16+,8.9/10,80/100,1,0,0,1,0,0
4169,4464,One Mic Stand,2019,,6.6/10,38/100,0,1,0,1,1,0
678,681,Dogs of Berlin,2018,16+,7.6/10,59/100,0,0,0,1,0,0
3586,3787,The League of Gentlemen,1999,18+,8.4/10,64/100,0,1,0,1,0,0
2844,2960,The Murder of Laci Peterson,2017,16+,7.4/10,49/100,1,1,0,1,0,0
446,448,The Bureau of Magical Things,2018,7+,6.7/10,65/100,0,0,0,1,0,0
4126,4419,Angelina Ballerina,2002,all,5.8/10,39/100,0,1,0,1,0,0
2175,2221,Good Behavior,2016,18+,8.1/10,71/100,1,0,0,1,0,0
2682,2786,A Christmas Carol,2019,18+,7.2/10,54/100,1,0,1,1,0,0
4812,5131,Ghosts of The Caribbean,2017,,,10/100,0,1,0,1,1,1
1997,2020,Normal People,2020,16+,8.5/10,83/100,1,0,0,1,0,0
3908,4180,The Tesla Files,2018,,7.2/10,46/100,0,1,0,1,1,0
895,898,Murder Mountain,2018,16+,6.9/10,54/100,0,0,0,1,0,0
3905,4177,Hoarding: Buried Alive,2010,7+,6.6/10,46/100,0,1,0,1,0,0
2404,2481,Intervention,2005,16+,7.8/10,62/100,1,0,0,1,0,0
1951,1962,Seinfeld,1989,16+,8.8/10,93/100,1,0,0,1,0,0
5132,5465,Schoolhouse Rock,1973,7+,8.1/10,58/100,0,0,1,1,0,0
735,738,The Next Step,2013,all,6.2/10,57/100,0,0,0,1,0,0
1272,1275,Waffles + Mochi,2021,,7.6/10,47/100,0,0,0,1,1,0
3073,3201,Planet Sheen,2010,7+,3.0/10,41/100,1,0,0,1,0,0
2367,2438,Travel Man: 48 Hours in...,2015,7+,8.3/10,63/100,1,0,0,1,0,0
396,398,Great News,2017,7+,7.0/10,66/100,0,0,0,1,0,0
2669,2772,The Smile Has Left Your Eyes,2018,all,7.7/10,55/100,1,0,0,1,0,0
4552,4858,Mono Mario,2016,,,17/100,0,1,0,1,1,1
1865,1873,At Dolphin Bay,2003,,7.1/10,31/100,0,0,0,1,1,0
3783,4031,Miami Ink,2005,7+,6.5/10,51/100,0,1,0,1,0,0
3184,3315,Ellen's Greatest Night of Giveaways,2019,7+,4.5/10,35/100,1,0,0,1,0,0
1705,1711,Kong: King of the Apes,2016,7+,5.8/10,37/100,0,0,0,1,0,0
4770,5088,Faaail!,2016,,,13/100,0,1,0,1,1,1
1800,1808,KO One,2005,7+,5.4/10,34/100,0,0,0,1,0,0
3206,3338,Star Wars Galaxy's Edge: Adventure Awaits,2019,,5.4/10,34/100,1,0,0,1,1,0
4325,4624,The Bumble Nums,2017,all,7.2/10,34/100,0,1,0,1,0,0
2708,2813,Coupling,2000,7+,3.6/10,53/100,1,0,0,1,0,0
4979,5298,Yoga Class for Beginners with Irini Res,2017,,,10/100,0,1,0,1,1,1
4697,5013,Hitler's Holocaust,2001,,,13/100,0,1,0,1,1,1
2643,2744,Barbarians Rising,2016,18+,7.8/10,55/100,1,0,0,1,0,0
4022,4305,Spaceballs: The Animated Series,2008,18+,4.2/10,43/100,0,1,0,1,0,0
1900,1908,Paprika,2018,all,,21/100,0,0,0,1,0,1
298,300,"Roswell, New Mexico",2019,16+,6.2/10,70/100,0,0,0,1,0,0
3031,3158,Juana la virgen,2002,,6.1/10,42/100,1,0,0,1,1,0
4135,4428,Unsolved History,2002,,7.1/10,39/100,0,1,0,1,1,0
1013,1016,Broken,2019,16+,6.9/10,52/100,0,0,0,1,0,0
1414,1420,The Ollie & Moon Show,2017,all,8.3/10,44/100,0,0,0,1,0,0
977,980,Glitch Techs,2020,all,7.9/10,52/100,0,0,0,1,0,0
2491,2583,Snow White with the Red Hair,2015,16+,7.8/10,59/100,1,0,0,1,0,0
1949,1959,Be with Me,2015,,,10/100,0,0,0,1,1,1
2111,2148,Deutschland,2015,18+,8.1/10,74/100,1,0,0,1,0,0
3775,4021,Grace Under Fire,1993,7+,6.4/10,52/100,0,1,0,1,0,0
3212,3344,Redacted Tonight,2014,,8.1/10,33/100,1,0,0,1,1,0
661,664,Luis Miguel: The Series,2018,16+,8.0/10,59/100,0,0,0,1,0,0
33,34,Orange Is the New Black,2013,18+,8.0/10,87/100,0,0,0,1,0,0
861,864,Teen Mom 2,2011,7+,4.3/10,55/100,0,1,0,1,0,0
4799,5118,Learn with Ted The Train,2016,,,10/100,0,1,0,1,1,1
1670,1676,Ricky Zoom,2019,all,6.5/10,39/100,0,0,0,1,0,0
1722,1729,The Little Nyonya,2008,,,37/100,0,0,0,1,1,1
49,50,American Crime Story,2016,18+,8.4/10,85/100,0,0,0,1,0,0
3266,3398,NASA 360,2008,all,7.6/10,28/100,1,0,0,1,0,0
31,32,Lupin,2021,18+,7.5/10,87/100,0,0,0,1,0,0
1116,1119,The Stranded,2019,18+,6.3/10,50/100,0,0,0,1,0,0
380,382,Spinning Out,2020,18+,7.6/10,67/100,0,0,0,1,0,0
2350,2419,CSI: Miami,2002,16+,6.4/10,64/100,1,0,0,1,0,0
2519,2615,Full Metal Panic!,2002,16+,7.7/10,58/100,1,0,0,1,0,0
130,131,Alias Grace,2017,18+,7.7/10,79/100,0,0,0,1,0,0
5205,5545,Star Wars: Ewoks,1985,all,6.1/10,49/100,0,0,1,1,0,0
2753,2860,The Circus,2016,16+,7.0/10,52/100,1,0,0,1,0,0
2892,3014,Lucas Bros Moving Co,2013,18+,7.0/10,48/100,1,0,0,1,0,0
2652,2754,Wise Man’s Grandchild,2019,16+,6.8/10,55/100,1,0,0,1,0,0
3862,4129,Karakuri Circus,2018,,7.1/10,48/100,0,1,0,1,1,0
2078,2113,The Exorcist,2016,16+,8.0/10,76/100,1,0,0,1,0,0
1881,1889,Nailed It! Spain,2019,,5.5/10,29/100,0,0,0,1,1,0
2013,2039,Misfits,2009,18+,8.2/10,81/100,1,0,0,1,0,0
1763,1771,YG Future Strategy Office,2018,18+,7.0/10,35/100,0,0,0,1,0,0
4074,4360,Postcards from Buster,2004,all,6.0/10,41/100,0,1,0,1,0,0
4495,4797,Flint,2012,,,22/100,0,1,0,1,1,1
1564,1570,Age of Rebellion,2018,,8.6/10,41/100,0,0,0,1,1,0
1726,1734,Fifty,2017,,8.3/10,37/100,0,0,0,1,1,0
1281,1284,Cagaster of an Insect Cage,2020,18+,6.2/10,47/100,0,0,0,1,0,0
1755,1763,Eagle of Upper Egypt,2018,all,,36/100,0,0,0,1,0,1
1590,1596,Cloudy with a Chance of Meatballs,2017,all,3.3/10,40/100,0,0,0,1,0,0
567,570,AJ and the Queen,2020,,7.5/10,61/100,0,0,0,1,1,0
896,899,EastSiders,2012,,6.9/10,54/100,0,0,0,1,1,0
3837,4093,Secret Smile,2005,,6.9/10,49/100,0,1,0,1,1,0
3523,3694,Britannia,2018,16+,6.8/10,72/100,0,1,0,1,0,0
1043,1046,The Disastrous Life of Saiki K.: Reawakened,2019,,7.9/10,51/100,0,0,0,1,1,0
2840,2955,The Real Housewives of Orange County,2006,16+,4.1/10,49/100,1,0,0,1,0,0
3906,4178,Mr. Wizard's World,1983,all,8.1/10,46/100,0,1,0,1,0,0
125,126,Unbreakable Kimmy Schmidt,2015,16+,7.6/10,79/100,0,0,0,1,0,0
3046,3174,Blade Dance of Elementalers,2014,16+,6.7/10,42/100,1,0,0,1,0,0
4671,4987,From Beyond,2017,,,13/100,0,1,0,1,1,1
3720,3954,The Twelve Kingdoms,2002,16+,8.1/10,54/100,0,1,0,1,0,0
3050,3178,Girls Beyond the Wasteland,2016,,5.5/10,42/100,1,0,0,1,1,0
2049,2082,Key & Peele,2012,18+,8.3/10,78/100,1,0,0,1,0,0
4622,4935,Always and Forever,2003,,,14/100,0,1,0,1,1,1
464,466,Surviving R. Kelly,2019,18+,7.5/10,64/100,0,0,0,1,0,0
3225,3357,Chiquis 'n Control,2012,,8.4/10,32/100,1,0,0,1,1,0
4929,5248,Review: Blind Bags and Surprise Toy Reviews,2017,,,10/100,0,1,0,1,1,1
3348,3481,A Brief History,2016,,,16/100,1,0,0,1,1,1
3379,3512,The Adventures of Dr. Buckeye Bottoms,2017,,,14/100,1,0,0,1,1,1
295,297,The Toys That Made Us,2017,16+,8.1/10,70/100,0,0,0,1,0,0
5323,5671,Lost Treasures of the Maya,2019,,,35/100,0,0,1,1,1,1
2006,2030,Naruto Shippūden,2007,7+,8.6/10,82/100,1,0,0,1,0,0
1593,1599,"Love, Now",2007,,6.1/10,40/100,0,0,0,1,1,0
5292,5639,Disney Channel Games 2008,2008,,6.7/10,39/100,0,0,1,1,1,0
2955,3080,Hip Hop Uncovered,2021,,7.4/10,45/100,1,0,0,1,1,0
5230,5574,Randy Cunningham: Ninja Total,2012,all,6.7/10,47/100,0,0,1,1,0,0
2103,2140,Dragon Ball Super,2015,7+,8.4/10,75/100,1,0,0,1,0,0
1191,1194,Signs,2018,18+,6.2/10,48/100,0,1,0,1,0,0
3491,3651,Wayne,2019,18+,8.4/10,78/100,0,1,0,1,0,0
3874,4142,Boarding School Juliet,2018,16+,7.1/10,48/100,0,1,0,1,0,0
559,562,Rhythm + Flow,2019,18+,7.7/10,62/100,0,0,0,1,0,0
2902,3025,Love & Hip Hop Hollywood,2014,16+,5.1/10,47/100,1,0,0,1,0,0
898,901,Troy: Fall of a City,2018,18+,3.8/10,54/100,0,0,0,1,0,0
4490,4792,Rat-A-Tat,2015,,,23/100,0,1,0,1,1,1
1386,1391,Fearless,2016,,7.2/10,45/100,0,1,0,1,1,0
3364,3497,Trials of the Wild,2018,,,14/100,1,0,0,1,1,1
5221,5563,Out of the Box,1998,all,7.5/10,48/100,0,0,1,1,0,0
1267,1270,Yankee,2019,18+,6.0/10,47/100,0,0,0,1,0,0
1889,1897,Chhota Bheem,2008,,4.3/10,27/100,0,0,0,1,1,0
601,604,Grand Army,2020,,7.6/10,61/100,0,0,0,1,1,0
453,455,Damnation,2017,18+,7.7/10,65/100,0,0,0,1,0,0
4385,4685,The Underdogs,2010,all,8.3/10,32/100,0,1,0,1,0,0
4407,4708,Superships,2001,all,7.6/10,31/100,0,1,0,1,0,0
291,293,Katla,2021,18+,7.1/10,70/100,0,0,0,1,0,0
4497,4799,Hidden Agenda - Real Conspiracies that Affect Our Lives Today,2017,,,21/100,0,1,0,1,1,1
3371,3504,Almost Impossible,2017,,,14/100,1,0,0,1,1,1
1803,1811,Miniforce X,2019,,4.3/10,34/100,0,1,0,1,1,0
